#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.
#Please fill all the required fields indicated with '*'
#Unknown or inapplicable fields can be assigned 'missing' value.
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.
#MIMARKS.survey.host-associated.4.0
#{sample name}	{description of sample}	{sample title}	{description of library_construction_protocol}	{http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&id=408169&lvl=3&keep=1&srchmode=1&unlock}	{Date of sampling, in "DD-Mmm-YYYY", "Mmm-YYYY" or "YYYY" format (eg., 30-Oct-1990, Oct-1990 or 1990) or ISO 8601 standard "YYYY-mm-dd", "YYYY-mm" or "YYYY-mm-ddThh:mm:ss" (eg., 1990-10-30, 1990-10 or 1990-10-30T14:41:36)}	{descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{descriptor of the local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{Geographical origin of the sample; use the appropriate name from this list http://www.insdc.org/documents/country-qualifier-vocabulary. Use a colon to separate the country or ocean from more detailed information about the location, eg "Canada: Vancouver" or "Germany: halfway down Zugspitze, Alps"}	{The natural (as opposed to laboratory) host to the organism from which the sample was obtained. Use the full taxonomic name, eg, "Homo sapiens".}	{The geographical coordinates of the location where the sample was collected. Specify as degrees latitude and longitude in format "d[d.dddd] N|S d[dd.dddd] W|E", eg, 38.98 N 77.11 W}
#{text}	{text}	{text}	{text}	{controlled vacabulary}	{{timestamp}}	{{term}}	{{term}}	{{term}}	{{term}:{term}:{text}}	{{none}}	{{float} {float}}
group	mouse_id	day	weight	cfu	antibiotic	collection_date	treatment_diluton	metadata_label	exp	dob	cage	outcome	timepoint	sample_name	description	sample_title	seq_methods	organism	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
m_4_0_d3	m_4_0	3	24.8	296000	Clindamycin	2019-06-10	-2	m_4_0_d3	4	2019-03-29	M4	cleared	dpi	m_4_0_d3	Day 3 ,relative to C. difficile challenge, fecal sample from mouse m_4_0 cage M4 , which received the fecal community transplant treatment -2	Mouse m_4_0 , Day 3 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_4_R_d3	m_4_R	3	26.4	4200	Clindamycin	2019-06-10	-2	m_4_R_d3	4	2019-03-29	M4	cleared	dpi	m_4_R_d3	Day 3 ,relative to C. difficile challenge, fecal sample from mouse m_4_R cage M4 , which received the fecal community transplant treatment -2	Mouse m_4_R , Day 3 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_4_0_d3	l_4_0	3	28	339333.3333333333	Clindamycin	2019-06-10	-3	l_4_0_d3	4	2019-03-29	L4	cleared	dpi	l_4_0_d3	Day 3 ,relative to C. difficile challenge, fecal sample from mouse l_4_0 cage L4 , which received the fecal community transplant treatment -3	Mouse l_4_0 , Day 3 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_4_R_d3	l_4_R	3	26.5	1300	Clindamycin	2019-06-10	-3	l_4_R_d3	4	2019-03-29	L4	cleared	dpi	l_4_R_d3	Day 3 ,relative to C. difficile challenge, fecal sample from mouse l_4_R cage L4 , which received the fecal community transplant treatment -3	Mouse l_4_R , Day 3 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_4_0_d4	nt_4_0	4	24.6	8333.333333333334	Clindamycin	2019-06-11	PBS	nt_4_0_d4	4	2019-04-02	NT4	cleared	dpi	nt_4_0_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse nt_4_0 cage NT4 , which received the fecal community transplant treatment PBS	Mouse nt_4_0 , Day 4 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_4_R_d4	nt_4_R	4	24.9	1000	Clindamycin	2019-06-11	PBS	nt_4_R_d4	4	2019-04-02	NT4	cleared	dpi	nt_4_R_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse nt_4_R cage NT4 , which received the fecal community transplant treatment PBS	Mouse nt_4_R , Day 4 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_4_0_d4	f_4_0	4	22.4	0	Clindamycin	2019-06-11	-1	f_4_0_d4	4	2019-04-02	F4	cleared	dpi	f_4_0_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse f_4_0 cage F4 , which received the fecal community transplant treatment -1	Mouse f_4_0 , Day 4 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_4_R_d4	f_4_R	4	25.8	0	Clindamycin	2019-06-11	-1	f_4_R_d4	4	2019-04-02	F4	cleared	dpi	f_4_R_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse f_4_R cage F4 , which received the fecal community transplant treatment -1	Mouse f_4_R , Day 4 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_4_0_d4	m_4_0	4	24.9	0	Clindamycin	2019-06-11	-2	m_4_0_d4	4	2019-03-29	M4	cleared	dpi	m_4_0_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse m_4_0 cage M4 , which received the fecal community transplant treatment -2	Mouse m_4_0 , Day 4 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_4_R_d4	m_4_R	4	26.2	0	Clindamycin	2019-06-11	-2	m_4_R_d4	4	2019-03-29	M4	cleared	dpi	m_4_R_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse m_4_R cage M4 , which received the fecal community transplant treatment -2	Mouse m_4_R , Day 4 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_4_0_d4	l_4_0	4	27.9	3000	Clindamycin	2019-06-11	-3	l_4_0_d4	4	2019-03-29	L4	cleared	dpi	l_4_0_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse l_4_0 cage L4 , which received the fecal community transplant treatment -3	Mouse l_4_0 , Day 4 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_4_R_d4	l_4_R	4	27.8	0	Clindamycin	2019-06-11	-3	l_4_R_d4	4	2019-03-29	L4	cleared	dpi	l_4_R_d4	Day 4 ,relative to C. difficile challenge, fecal sample from mouse l_4_R cage L4 , which received the fecal community transplant treatment -3	Mouse l_4_R , Day 4 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_4_0_d5	nt_4_0	5	24.6	13600	Clindamycin	2019-06-12	PBS	nt_4_0_d5	4	2019-04-02	NT4	cleared	dpi	nt_4_0_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse nt_4_0 cage NT4 , which received the fecal community transplant treatment PBS	Mouse nt_4_0 , Day 5 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_4_R_d5	nt_4_R	5	24.9	6200	Clindamycin	2019-06-12	PBS	nt_4_R_d5	4	2019-04-02	NT4	cleared	dpi	nt_4_R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse nt_4_R cage NT4 , which received the fecal community transplant treatment PBS	Mouse nt_4_R , Day 5 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_4_0_d5	f_4_0	5	22.7	0	Clindamycin	2019-06-12	-1	f_4_0_d5	4	2019-04-02	F4	cleared	dpi	f_4_0_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse f_4_0 cage F4 , which received the fecal community transplant treatment -1	Mouse f_4_0 , Day 5 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_4_R_d5	f_4_R	5	25.5	0	Clindamycin	2019-06-12	-1	f_4_R_d5	4	2019-04-02	F4	cleared	dpi	f_4_R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse f_4_R cage F4 , which received the fecal community transplant treatment -1	Mouse f_4_R , Day 5 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_4_0_d5	m_4_0	5	24.9	0	Clindamycin	2019-06-12	-2	m_4_0_d5	4	2019-03-29	M4	cleared	dpi	m_4_0_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse m_4_0 cage M4 , which received the fecal community transplant treatment -2	Mouse m_4_0 , Day 5 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_4_R_d5	m_4_R	5	26.1	0	Clindamycin	2019-06-12	-2	m_4_R_d5	4	2019-03-29	M4	cleared	dpi	m_4_R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse m_4_R cage M4 , which received the fecal community transplant treatment -2	Mouse m_4_R , Day 5 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_4_0_d5	l_4_0	5	27.5	0	Clindamycin	2019-06-12	-3	l_4_0_d5	4	2019-03-29	L4	cleared	dpi	l_4_0_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse l_4_0 cage L4 , which received the fecal community transplant treatment -3	Mouse l_4_0 , Day 5 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_4_R_d5	l_4_R	5	27.3	0	Clindamycin	2019-06-12	-3	l_4_R_d5	4	2019-03-29	L4	cleared	dpi	l_4_R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse l_4_R cage L4 , which received the fecal community transplant treatment -3	Mouse l_4_R , Day 5 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_1_dminus9	nt_5_1	-9	28.9	0	Streptomycin	2019-06-24	PBS	nt_5_1_dminus9	5	2019-04-11	NT5	colonized	initial	nt_5_1_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse nt_5_1 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_1 , Day -9 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_2_dminus9	nt_5_2	-9	27	0	Streptomycin	2019-06-24	PBS	nt_5_2_dminus9	5	2019-04-11	NT5	colonized	initial	nt_5_2_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse nt_5_2 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_2 , Day -9 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_5_1_dminus9	f_5_1	-9	25.3	0	Streptomycin	2019-06-24	-1	f_5_1_dminus9	5	2019-04-25	F5	uninfected	initial	f_5_1_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse f_5_1 cage F5 , which received the fecal community transplant treatment -1	Mouse f_5_1 , Day -9 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_5_2_dminus9	f_5_2	-9	22.9	0	Streptomycin	2019-06-24	-1	f_5_2_dminus9	5	2019-04-25	F5	uninfected	initial	f_5_2_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse f_5_2 cage F5 , which received the fecal community transplant treatment -1	Mouse f_5_2 , Day -9 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_5_1_dminus9	m_5_1	-9	24.4	0	Streptomycin	2019-06-24	-2	m_5_1_dminus9	5	2019-04-25	M5	cleared	initial	m_5_1_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse m_5_1 cage M5 , which received the fecal community transplant treatment -2	Mouse m_5_1 , Day -9 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_5_2_dminus9	m_5_2	-9	25.6	0	Streptomycin	2019-06-24	-2	m_5_2_dminus9	5	2019-04-25	M5	cleared	initial	m_5_2_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse m_5_2 cage M5 , which received the fecal community transplant treatment -2	Mouse m_5_2 , Day -9 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_5_1_dminus9	l_5_1	-9	26.3	0	Streptomycin	2019-06-24	-3	l_5_1_dminus9	5	2019-04-11	L5	cleared	initial	l_5_1_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse l_5_1 cage L5 , which received the fecal community transplant treatment -3	Mouse l_5_1 , Day -9 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_5_2_dminus9	l_5_2	-9	26.2	0	Streptomycin	2019-06-24	-3	l_5_2_dminus9	5	2019-04-11	L5	cleared	initial	l_5_2_dminus9	Day -9 ,relative to C. difficile challenge, fecal sample from mouse l_5_2 cage L5 , which received the fecal community transplant treatment -3	Mouse l_5_2 , Day -9 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_1_dminus4	nt_5_1	-4	27.2	0	Streptomycin	2019-06-29	PBS	nt_5_1_dminus4	5	2019-04-11	NT5	colonized	stop_antibiotic	nt_5_1_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse nt_5_1 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_1 , Day -4 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_2_dminus4	nt_5_2	-4	26.6	0	Streptomycin	2019-06-29	PBS	nt_5_2_dminus4	5	2019-04-11	NT5	colonized	stop_antibiotic	nt_5_2_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse nt_5_2 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_2 , Day -4 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_5_1_dminus4	f_5_1	-4	24.9	0	Streptomycin	2019-06-29	-1	f_5_1_dminus4	5	2019-04-25	F5	uninfected	stop_antibiotic	f_5_1_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse f_5_1 cage F5 , which received the fecal community transplant treatment -1	Mouse f_5_1 , Day -4 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_5_2_dminus4	f_5_2	-4	22.6	0	Streptomycin	2019-06-29	-1	f_5_2_dminus4	5	2019-04-25	F5	uninfected	stop_antibiotic	f_5_2_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse f_5_2 cage F5 , which received the fecal community transplant treatment -1	Mouse f_5_2 , Day -4 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_5_1_dminus4	m_5_1	-4	24.7	0	Streptomycin	2019-06-29	-2	m_5_1_dminus4	5	2019-04-25	M5	cleared	stop_antibiotic	m_5_1_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse m_5_1 cage M5 , which received the fecal community transplant treatment -2	Mouse m_5_1 , Day -4 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_5_2_dminus4	m_5_2	-4	25.5	0	Streptomycin	2019-06-29	-2	m_5_2_dminus4	5	2019-04-25	M5	cleared	stop_antibiotic	m_5_2_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse m_5_2 cage M5 , which received the fecal community transplant treatment -2	Mouse m_5_2 , Day -4 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_5_1_dminus4	l_5_1	-4	26.5	0	Streptomycin	2019-06-29	-3	l_5_1_dminus4	5	2019-04-11	L5	cleared	stop_antibiotic	l_5_1_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse l_5_1 cage L5 , which received the fecal community transplant treatment -3	Mouse l_5_1 , Day -4 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_5_2_dminus4	l_5_2	-4	26.2	0	Streptomycin	2019-06-29	-3	l_5_2_dminus4	5	2019-04-11	L5	cleared	stop_antibiotic	l_5_2_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse l_5_2 cage L5 , which received the fecal community transplant treatment -3	Mouse l_5_2 , Day -4 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_1_dminus2	nt_5_1	-2	27.8	0	Streptomycin	2019-07-01	PBS	nt_5_1_dminus2	5	2019-04-11	NT5	colonized	post_antibiotic	nt_5_1_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse nt_5_1 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_1 , Day -2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_2_dminus2	nt_5_2	-2	26.8	0	Streptomycin	2019-07-01	PBS	nt_5_2_dminus2	5	2019-04-11	NT5	colonized	post_antibiotic	nt_5_2_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse nt_5_2 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_2 , Day -2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_5_1_dminus2	f_5_1	-2	25.4	0	Streptomycin	2019-07-01	-1	f_5_1_dminus2	5	2019-04-25	F5	uninfected	post_antibiotic	f_5_1_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse f_5_1 cage F5 , which received the fecal community transplant treatment -1	Mouse f_5_1 , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_5_2_dminus2	f_5_2	-2	23.3	0	Streptomycin	2019-07-01	-1	f_5_2_dminus2	5	2019-04-25	F5	uninfected	post_antibiotic	f_5_2_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse f_5_2 cage F5 , which received the fecal community transplant treatment -1	Mouse f_5_2 , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_5_1_dminus2	m_5_1	-2	25	0	Streptomycin	2019-07-01	-2	m_5_1_dminus2	5	2019-04-25	M5	cleared	post_antibiotic	m_5_1_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse m_5_1 cage M5 , which received the fecal community transplant treatment -2	Mouse m_5_1 , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
m_5_2_dminus2	m_5_2	-2	25.3	0	Streptomycin	2019-07-01	-2	m_5_2_dminus2	5	2019-04-25	M5	cleared	post_antibiotic	m_5_2_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse m_5_2 cage M5 , which received the fecal community transplant treatment -2	Mouse m_5_2 , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_5_1_dminus2	l_5_1	-2	27.3	0	Streptomycin	2019-07-01	-3	l_5_1_dminus2	5	2019-04-11	L5	cleared	post_antibiotic	l_5_1_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse l_5_1 cage L5 , which received the fecal community transplant treatment -3	Mouse l_5_1 , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
l_5_2_dminus2	l_5_2	-2	26.5	0	Streptomycin	2019-07-01	-3	l_5_2_dminus2	5	2019-04-11	L5	cleared	post_antibiotic	l_5_2_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse l_5_2 cage L5 , which received the fecal community transplant treatment -3	Mouse l_5_2 , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_1_dminus1	nt_5_1	-1	27.9	0	Streptomycin	2019-07-02	PBS	nt_5_1_dminus1	5	2019-04-11	NT5	colonized	post_first_fmt	nt_5_1_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse nt_5_1 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_1 , Day -1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
nt_5_2_dminus1	nt_5_2	-1	27.1	0	Streptomycin	2019-07-02	PBS	nt_5_2_dminus1	5	2019-04-11	NT5	colonized	post_first_fmt	nt_5_2_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse nt_5_2 cage NT5 , which received the fecal community transplant treatment PBS	Mouse nt_5_2 , Day -1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
f_5_1_dminus1	f_5_1	-1	25.8	0	Streptomycin	2019-07-02	-1	f_5_1_dminus1	5	2019-04-25	F5	uninfected	post_first_fmt	f_5_1_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse f_5_1 cage F5 , which received the fecal community transplant treatment -1	Mouse f_5_1 , Day -1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
